Id,SalePrice
1773,133944.3
1774,163704.97
1775,131540.0
1776,127517.96
1777,120165.65
1778,128328.36
1779,125842.94
1780,191989.31
1781,132254.78
1782,121783.766
1783,124691.23
1784,120001.9
1785,130015.75
1786,166332.84
1787,198836.08
1788,120001.9
1789,122557.664
1790,119484.78
1791,169042.75
1792,150977.28
1793,132739.9
1794,127067.52
1795,133066.31
1796,127089.68
1797,125096.74
1798,128606.78
1799,121114.73
1800,126198.32
1801,157022.48
1802,166362.69
1803,166647.88
1804,125770.7
1805,130280.22
1806,125265.11
1807,168265.73
1808,124271.27
1809,163116.58
1810,162264.61
1811,161606.86
1812,156175.47
1813,122806.17
1814,123218.23
1815,119484.78
1816,121388.62
1817,168234.5
1818,162568.7
1819,124086.695
1820,120205.266
1821,163558.61
1822,177836.6
1823,119484.78
1824,160976.4
1825,157243.69
1826,119762.6
1827,121432.19
1828,157924.56
1829,132387.6
1830,167247.25
1831,211084.3
1832,158007.92
1833,162568.7
1834,160024.31
1835,204868.48
1836,160238.56
1837,121106.49
1838,143395.47
1839,119484.78
1840,135274.83
1841,134651.31
1842,121496.31
1843,131967.02
1844,126786.26
1845,157667.36
1846,136229.38
1847,159378.86
1848,119484.78
1849,149104.3
1850,131246.53
1851,162899.19
1852,132782.56
1853,132140.17
1854,175027.48
1855,137178.97
1856,213809.48
1857,169135.23
1858,163376.6
1859,162876.83
1860,136386.88
1861,162876.83
1862,229257.45
1863,227958.2
1864,227958.2
1865,354917.97
1866,356929.5
1867,268603.53
1868,260450.62
1869,184506.77
1870,267970.1
1871,272011.4
1872,172209.75
1873,206076.16
1874,123673.81
1875,195910.12
1876,169186.7
1877,201838.58
1878,202579.78
1879,122724.61
1880,125445.01
1881,210330.02
1882,270090.2
1883,202738.55
1884,213809.48
1885,256089.22
1886,261359.06
1887,198934.6
1888,273277.8
1889,156707.16
1890,132815.7
1891,129024.93
1892,122724.61
1893,133560.28
1894,157508.16
1895,158538.58
1896,122549.19
1897,123209.76
1898,123686.836
1899,133763.19
1900,163452.88
1901,163016.66
1902,134937.44
1903,218948.62
1904,132782.56
1905,168391.4
1906,158775.31
1907,168438.75
1908,126786.26
1909,126786.26
1910,126786.26
1911,170129.1
1912,224309.08
1913,166074.31
1914,119484.78
1915,256700.44
1916,120001.9
1917,292803.25
1918,124398.05
1919,133062.6
1920,164679.47
1921,387888.22
1922,354901.97
1923,171320.7
1924,196327.25
1925,223549.56
1926,384550.3
1927,127569.41
1928,157693.52
1929,121783.766
1930,126992.7
1931,126450.04
1932,126512.91
1933,167585.97
1934,168679.36
1935,166758.94
1936,168297.86
1937,169103.03
1938,161367.64
1939,251996.39
1940,237169.89
1941,169103.03
1942,170967.86
1943,238095.69
1944,302726.03
1945,374798.34
1946,165159.34
1947,321175.84
1948,167440.5
1949,203183.5
1950,184758.84
1951,227957.56
1952,206535.05
1953,139661.12
1954,217782.55
1955,125889.4
1956,227489.77
1957,166047.3
1958,298403.03
1959,162901.11
1960,123050.305
1961,124836.35
1962,122992.89
1963,122992.89
1964,123514.3
1965,165326.83
1966,177756.84
1967,276247.4
1968,326541.78
1969,380314.6
1970,395484.03
1971,379337.7
1972,372622.88
1973,289444.5
1974,301241.66
1975,305603.2
1976,271931.06
1977,311332.53
1978,315488.06
1979,368166.78
1980,186098.56
1981,356929.5
1982,242726.58
1983,240939.42
1984,199510.7
1985,207995.78
1986,209454.44
1987,184506.77
1988,174569.7
1989,201876.11
1990,223523.98
1991,185222.98
1992,211563.14
1993,192758.62
1994,223675.78
1995,196032.44
1996,266365.3
1997,368496.38
1998,315888.2
1999,225922.12
2000,297846.34
2001,234944.64
2002,211368.08
2003,269826.47
2004,264888.75
2005,248914.44
2006,243247.34
2007,270143.9
2008,184506.77
2009,174188.17
2010,201430.19
2011,134496.19
2012,182023.11
2013,174188.17
2014,174188.17
2015,201430.19
2016,174188.17
2017,206076.16
2018,123770.79
2019,122836.44
2020,122724.61
2021,122115.95
2022,165967.84
2023,163621.6
2024,175077.05
2025,341982.9
2026,184506.77
2027,132217.62
2028,174776.39
2029,168297.86
2030,314228.16
2031,306488.0
2032,314679.03
2033,313437.84
2034,175768.7
2035,202124.27
2036,235507.36
2037,237294.52
2038,326413.47
2039,238316.34
2040,374562.22
2041,256305.89
2042,205810.92
2043,165247.38
2044,167079.77
2045,199668.69
2046,163205.2
2047,161377.92
2048,126079.11
2049,163628.88
2050,192759.77
2051,121711.555
2052,134860.02
2053,132417.45
2054,119484.78
2055,170253.67
2056,127663.375
2057,127973.57
2058,175125.44
2059,133944.3
2060,160084.58
2061,167079.77
2062,132417.45
2063,121395.0
2064,135311.02
2065,125415.32
2066,168391.4
2067,157547.78
2068,164808.11
2069,119484.78
2070,120443.47
2071,120001.9
2072,158787.12
2073,126165.49
2074,178609.12
2075,132282.73
2076,125496.445
2077,134937.44
2078,128328.95
2079,127779.125
2080,123647.875
2081,125313.625
2082,157508.16
2083,162481.16
2084,121760.57
2085,132417.45
2086,126992.7
2087,125208.31
2088,121476.22
2089,119484.78
2090,166232.03
2091,157446.16
2092,163632.28
2093,163253.06
2094,166612.67
2095,165244.19
2096,120093.44
2097,120115.086
2098,159068.39
2099,119484.78
2100,157678.05
2101,162719.53
2102,185084.48
2103,119484.78
2104,163704.97
2105,164525.14
2106,122713.69
2107,219375.7
2108,123050.305
2109,126405.01
2110,131397.72
2111,190553.94
2112,158228.66
2113,119762.6
2114,123366.21
2115,163326.27
2116,124873.06
2117,161977.3
2118,126057.05
2119,122385.14
2120,120483.086
2121,120093.44
2122,120115.086
2123,119484.78
2124,215164.92
2125,163704.97
2126,169920.67
2127,162995.78
2128,164522.67
2129,125091.51
2130,159932.36
2131,168647.25
2132,125960.45
2133,130384.17
2134,125657.19
2135,122557.664
2136,127575.94
2137,129726.77
2138,128410.445
2139,135061.72
2140,123050.305
2141,126786.26
2142,131246.53
2143,134451.9
2144,133241.9
2145,123050.305
2146,131348.98
2147,163925.69
2148,128254.53
2149,131214.92
2150,197422.33
2151,163996.56
2152,158965.66
2153,160361.25
2154,122115.95
2155,129717.9
2156,175077.05
2157,205429.88
2158,225922.12
2159,223785.27
2160,176195.66
2161,270143.9
2162,386784.44
2163,356929.5
2164,269968.16
2165,168391.4
2166,126394.21
2167,194594.38
2168,171475.2
2169,200922.97
2170,212349.33
2171,129653.94
2172,134409.58
2173,164055.95
2174,224829.19
2175,352973.1
2176,282467.1
2177,225922.12
2178,240879.06
2179,127365.33
2180,180312.95
2181,200009.36
2182,210330.02
2183,186098.56
2184,132417.45
2185,124784.44
2186,136229.38
2187,135821.27
2188,149020.42
2189,165288.34
2190,127270.42
2191,127270.42
2192,121428.38
2193,119762.6
2194,120371.26
2195,122369.23
2196,125842.94
2197,123423.625
2198,189698.73
2199,168647.25
2200,124086.695
2201,126161.266
2202,232779.66
2203,166349.88
2204,162166.02
2205,123097.93
2206,133117.75
2207,221785.84
2208,222711.53
2209,165189.64
2210,126786.26
2211,122059.445
2212,122005.08
2213,120443.47
2214,163182.52
2215,120093.44
2216,158007.92
2217,123362.77
2218,121476.22
2219,119762.6
2220,119484.78
2221,256700.44
2222,202307.92
2223,238009.52
2224,215700.81
2225,163072.5
2226,164637.33
2227,201704.2
2228,274548.66
2229,243107.78
2230,162520.08
2231,209837.42
2232,169103.03
2233,144494.67
2234,251665.19
2235,174188.17
2236,267102.75
2237,314493.53
2238,189934.92
2239,133040.97
2240,139564.16
2241,137026.73
2242,131049.34
2243,157243.69
2244,121102.9
2245,121823.38
2246,133223.81
2247,126202.336
2248,122115.95
2249,122115.95
2250,125445.01
2251,158782.69
2252,167967.73
2253,149154.98
2254,168679.36
2255,168679.36
2256,199510.7
2257,169705.42
2258,181233.22
2259,168679.36
2260,136229.38
2261,237169.89
2262,238327.58
2263,303544.7
2264,380452.0
2265,171475.83
2266,316446.6
2267,297346.7
2268,375802.66
2269,139340.52
2270,198188.31
2271,201925.0
2272,213182.61
2273,138940.66
2274,140061.0
2275,139661.12
2276,180948.67
2277,168647.25
2278,161762.05
2279,122724.61
2280,122724.61
2281,145210.89
2282,145210.89
2283,123270.72
2284,123270.72
2285,177469.56
2286,123050.305
2287,357837.97
2288,277456.25
2289,320431.62
2290,396404.34
2291,302726.03
2292,387888.22
2293,392124.4
2294,381307.3
2295,391449.4
2296,277957.2
2297,294272.6
2298,358806.47
2299,313434.88
2300,302848.0
2301,267561.84
2302,210330.02
2303,256713.53
2304,267838.84
2305,142765.19
2306,142765.19
2307,145210.89
2308,251952.97
2309,316446.6
2310,240939.42
2311,187661.16
2312,174188.17
2313,174569.7
2314,194790.75
2315,174569.7
2316,187843.42
2317,139964.02
2318,174188.17
2319,197597.28
2320,184506.77
2321,269423.25
2322,184506.77
2323,174909.53
2324,176195.66
2325,203600.62
2326,177187.97
2327,221307.17
2328,223523.98
2329,168679.36
2330,168679.36
2331,309276.9
2332,377470.22
2333,303163.5
2334,234944.64
2335,268115.34
2336,298927.38
2337,186098.56
2338,271140.78
2339,249427.36
2340,379346.1
2341,203600.62
2342,250041.89
2343,203034.55
2344,232546.52
2345,267838.84
2346,243247.34
2347,186098.56
2348,241584.78
2349,171000.19
2350,270164.03
2351,254519.19
2352,272684.47
2353,188458.73
2354,133689.83
2355,176066.02
2356,135198.66
2357,199693.25
2358,174695.52
2359,125704.82
2360,122724.61
2361,131049.34
2362,225922.12
2363,131049.34
2364,135058.44
2365,241800.78
2366,237169.89
2367,248441.73
2368,187052.2
2369,247651.45
2370,168679.36
2371,174188.17
2372,184679.3
2373,272381.88
2374,276334.94
2375,247026.97
2376,227957.56
2377,295679.94
2378,130302.8
2379,168647.25
2380,129446.65
2381,138028.86
2382,200095.77
2383,199956.64
2384,225364.77
2385,138854.78
2386,131895.39
2387,126730.7
2388,132159.48
2389,128805.234
2390,130374.42
2391,126491.19
2392,122724.61
2393,180948.67
2394,134933.92
2395,169074.34
2396,136306.78
2397,169753.17
2398,123826.88
2399,120001.9
2400,119484.78
2401,121783.766
2402,132460.31
2403,159003.45
2404,131869.6
2405,138749.34
2406,124003.26
2407,127569.41
2408,133689.1
2409,133137.94
2410,166656.1
2411,123050.305
2412,155015.83
2413,132868.44
2414,126855.984
2415,163205.2
2416,126054.61
2417,129204.35
2418,123050.305
2419,156784.12
2420,123415.41
2421,158114.9
2422,122381.266
2423,162410.7
2424,158965.66
2425,181597.19
2426,131364.25
2427,158848.88
2428,192641.25
2429,122724.61
2430,124003.26
2431,128276.57
2432,128606.78
2433,133944.3
2434,134537.58
2435,135657.92
2436,121711.555
2437,122115.95
2438,123445.09
2439,124760.98
2440,126493.45
2441,127431.31
2442,122152.67
2443,126854.93
2444,123278.14
2445,119762.6
2446,163205.2
2447,234146.88
2448,160652.83
2449,122557.664
2450,167674.34
2451,122549.19
2452,221022.53
2453,121711.555
2454,143812.14
2455,121772.61
2456,156387.12
2457,122577.04
2458,122373.08
2459,122401.67
2460,150441.34
2461,122084.875
2462,157534.67
2463,125208.31
2464,162995.78
2465,126161.266
2466,125208.31
2467,165950.08
2468,122104.97
2469,121710.01
2470,169750.39
2471,213310.94
2472,167335.61
2473,126637.73
2474,161983.62
2475,218255.89
2476,121476.22
2477,123050.305
2478,163741.05
2479,126521.91
2480,129276.805
2481,128606.78
2482,124504.164
2483,122724.61
2484,125770.7
2485,122724.61
2486,135657.92
2487,165288.34
2488,165310.31
2489,132707.2
2490,133944.3
2491,122713.69
2492,168818.48
2493,129923.086
2494,164349.36
2495,125893.95
2496,172423.84
2497,162178.69
2498,122115.95
2499,121711.555
2500,131148.94
2501,134268.39
2502,158965.66
2503,128914.69
2504,172423.84
2505,221812.25
2506,270143.9
2507,316389.22
2508,270143.9
2509,210330.02
2510,252689.89
2511,184506.77
2512,208932.86
2513,213809.48
2514,251322.64
2515,131672.86
2516,130020.76
2517,123673.81
2518,133040.97
2519,213809.48
2520,203829.81
2521,201922.78
2522,213809.48
2523,125445.01
2524,133503.53
2525,128224.89
2526,131049.34
2527,122724.61
2528,125445.01
2529,124836.35
2530,124784.44
2531,205429.88
2532,217985.19
2533,205568.81
2534,250217.67
2535,282985.47
2536,222431.03
2537,241802.25
2538,198472.86
2539,182023.11
2540,145210.89
2541,199931.52
2542,171000.19
2543,123770.79
2544,134484.55
2545,126260.984
2546,136315.25
2547,127444.14
2548,163376.6
2549,147781.78
2550,285117.2
2551,129024.93
2552,123050.305
2553,127270.42
2554,133033.19
2555,122095.26
2556,122148.87
2557,124480.97
2558,158007.92
2559,157001.2
2560,125704.56
2561,163452.88
2562,158071.36
2563,159654.06
2564,196574.97
2565,129044.81
2566,160902.06
2567,125019.61
2568,167079.77
2569,167440.5
2570,126786.26
2571,166925.81
2572,223216.83
2573,197422.33
2574,271804.97
2575,124447.66
2576,163797.44
2577,160377.27
2578,120497.836
2579,119484.78
2580,158130.9
2581,133689.1
2582,122401.67
2583,254330.66
2584,135125.44
2585,176478.78
2586,185779.36
2587,195486.45
2588,166799.7
2589,127444.14
2590,203533.42
2591,172423.84
2592,203600.62
2593,250217.67
2594,181233.22
2595,240465.47
2596,307482.1
2597,172323.36
2598,225922.12
2599,357837.97
2600,168962.67
2601,127021.47
2602,121380.73
2603,121102.9
2604,121380.73
2605,121380.73
2606,126491.19
2607,140061.0
2608,166909.05
2609,161673.0
2610,121783.766
2611,157818.1
2612,135666.39
2613,122115.95
2614,122724.61
2615,138985.14
2616,129242.84
2617,160102.38
2618,156844.16
2619,210160.69
2620,168679.36
2621,169103.03
2622,169186.7
2623,265788.62
2624,237602.88
2625,293139.62
2626,139945.67
2627,228370.1
2628,377905.66
2629,380306.2
2630,368168.28
2631,396396.56
2632,376555.03
2633,320423.78
2634,385518.8
2635,130542.61
2636,207379.7
2637,176959.5
2638,225922.12
2639,171320.7
2640,138134.3
2641,125445.01
2642,172236.33
2643,126065.77
2644,126938.266
2645,122992.89
2646,122992.89
2647,123270.72
2648,137683.84
2649,146586.98
2650,177469.56
2651,166047.3
2652,380177.5
2653,271052.38
2654,215521.45
2655,372288.78
2656,358882.9
2657,326062.25
2658,272619.2
2659,299111.06
2660,307172.12
2661,355337.94
2662,338817.6
2663,274783.28
2664,316446.6
2665,355565.62
2666,317152.3
2667,173111.06
2668,199931.52
2669,144829.36
2670,297067.34
2671,199931.52
2672,185222.98
2673,204554.28
2674,204554.28
2675,179393.98
2676,201922.78
2677,169705.42
2678,234944.64
2679,293245.75
2680,294290.66
2681,378429.22
2682,302126.3
2683,385735.47
2684,297846.34
2685,308259.06
2686,267584.12
2687,278562.62
2688,248406.53
2689,243247.34
2690,397957.47
2691,174188.17
2692,133689.83
2693,186707.52
2694,133689.83
2695,201047.2
2696,200047.39
2697,169323.9
2698,174188.17
2699,164308.69
2700,143713.28
2701,130020.76
2702,125770.7
2703,167247.25
2704,130374.42
2705,123050.305
2706,122724.61
2707,125770.7
2708,128328.95
2709,122724.61
2710,123445.09
2711,227957.56
2712,311887.62
2713,176270.03
2714,174060.17
2715,174188.17
2716,170297.47
2717,199827.78
2718,252963.34
2719,137093.89
2720,180609.72
2721,133689.1
2722,162481.16
2723,127444.14
2724,122724.61
2725,131246.53
2726,132417.45
2727,164944.14
2728,165705.2
2729,161673.0
2730,134537.58
2731,122779.93
2732,122430.49
2733,163647.44
2734,158114.9
2735,132146.67
2736,157176.22
2737,122694.92
2738,163205.2
2739,138349.48
2740,131242.77
2741,135657.92
2742,138749.34
2743,135249.81
2744,133786.8
2745,130483.74
2746,126900.37
2747,168902.42
2748,128993.37
2749,124522.0
2750,130891.14
2751,122055.57
2752,219182.94
2753,155066.7
2754,165966.64
2755,126161.266
2756,119837.266
2757,122557.664
2758,119484.78
2759,167967.73
2760,163201.64
2761,134185.05
2762,133872.67
2763,168394.81
2764,194571.7
2765,221607.47
2766,159454.12
2767,125549.11
2768,157508.16
2769,133223.81
2770,171224.19
2771,122115.95
2772,128328.95
2773,168301.72
2774,157394.42
2775,158114.9
2776,161539.0
2777,186694.56
2778,163175.05
2779,167120.39
2780,127663.78
2781,120497.836
2782,120133.87
2783,122157.086
2784,125415.32
2785,164118.84
2786,119484.78
2787,122005.08
2788,120165.65
2789,217407.2
2790,121496.31
2791,125770.7
2792,126292.555
2793,162862.58
2794,121629.94
2795,122157.086
2796,120497.836
2797,169750.39
2798,161072.48
2799,128124.88
2800,119484.78
2801,122385.14
2802,157710.5
2803,168689.4
2804,163907.25
2805,120813.92
2806,121106.49
2807,177549.38
2808,134409.58
2809,123677.56
2810,131246.53
2811,163317.38
2812,127444.14
2813,163704.97
2814,163704.97
2815,121826.98
2816,207821.14
2817,126491.19
2818,124504.164
2819,197901.61
2820,132058.36
2821,121163.95
2822,170527.4
2823,172423.84
2824,164349.36
2825,164334.33
2826,130891.14
2827,160238.56
2828,172830.7
2829,185495.9
2830,222216.73
2831,184506.77
2832,175077.05
2833,276297.97
2834,208932.86
2835,203600.62
2836,200922.97
2837,158155.81
2838,135483.53
2839,174569.7
2840,193154.1
2841,206076.16
2842,206076.16
2843,142258.03
2844,133961.31
2845,122115.95
2846,206076.16
2847,169186.7
2848,240103.5
2849,218022.53
2850,296077.84
2851,225364.77
2852,224217.56
2853,223523.98
2854,127365.33
2855,187927.78
2856,206076.16
2857,200922.97
2858,187927.78
2859,161499.56
2860,126934.88
2861,133223.81
2862,201000.53
2863,124301.07
2864,225922.12
2865,129024.93
2866,200503.52
2867,119484.78
2868,128111.31
2869,157394.42
2870,163854.78
2871,154412.72
2872,119484.78
2873,124724.625
2874,157508.16
2875,123718.695
2876,188096.86
2877,159932.36
2878,191822.4
2879,157924.56
2880,122489.27
2881,161076.5
2882,158538.58
2883,198421.11
2884,201000.52
2885,168438.75
2886,159492.6
2887,121432.19
2888,126493.45
2889,119484.78
2890,119484.78
2891,163796.56
2892,119484.78
2893,150708.2
2894,119484.78
2895,259600.5
2896,256700.44
2897,168391.4
2898,167247.25
2899,250026.22
2900,138940.66
2901,167079.77
2902,164308.69
2903,305631.66
2904,355857.9
2905,157137.22
2906,189059.34
2907,123814.83
2908,122724.61
2909,159427.12
2910,121102.9
2911,121380.73
2912,135657.92
2913,121380.73
2914,121380.73
2915,121380.73
2916,121380.73
2917,136386.88
2918,123348.12
2919,225980.52
